pergunta,resposta,categoria,dificuldade
Goleiro pode cobrar pênalti?,"Sim, goleiro pode cobrar pênalti tanto durante o jogo quanto na disputa.",penaltis_finalizacoes,medio
Explique: o que é falta por trás?,"Falta por trás ocorre quando um jogador atinge o adversário pelas costas, geralmente resultando em cartão.",faltas_infracoes,medio
Explique: o que é jogo perigoso?,"Jogo perigoso é uma ação que pode causar lesão ao adversário, mesmo sem contato físico.",faltas_infracoes,medio
Qual a regra sobre o que é impedimento?,A regra estabelece que: Impedimento ocorre quando um jogador está mais próximo da linha de fundo adversária do que a bola e o penúltimo adversário no momento do passe.,regras_basicas,facil
O que é falta por trás?,"Falta por trás ocorre quando um jogador atinge o adversário pelas costas, geralmente resultando em cartão.",faltas_infracoes,medio
De onde é cobrado o pênalti?,"O pênalti é cobrado do ponto de pênalti, localizado a 11 metros (12 jardas) da linha de gol.",equipamentos_campo,facil
Quando é expulsão direta?,"Expulsão direta ocorre por violência excessiva, cuspir, linguagem ofensiva ou impedir gol com a mão.",faltas_infracoes,medio
Explique: o que é simulação?,"Simulação é fingir ter sofrido falta para enganar o árbitro, passível de cartão amarelo.",faltas_infracoes,medio
Quantos passos o goleiro pode dar?,"O goleiro pode dar quantos passos quiser, mas só pode segurar a bola por 6 segundos.",regras_avancadas,dificil
Como funciona o goleiro pode usar as mãos fora da área?,"Não, o goleiro só pode usar as mãos dentro de sua própria área de pênalti.",regras_basicas,facil
Pode jogar sem caneleira?,"Não, caneleira é equipamento obrigatório de proteção para todos os jogadores.",equipamentos_campo,facil
O que é linha de impedimento?,"Linha imaginária formada pelo penúltimo defensor, que determina posições de impedimento.",posicionamento_taticas,medio
Goleiro pode cobrar pênalti?,"Sim, goleiro pode cobrar pênalti tanto durante o jogo quanto na disputa.",penaltis_finalizacoes,medio
O que é jogo perigoso?,"Jogo perigoso é uma ação que pode causar lesão ao adversário, mesmo sem contato físico.",faltas_infracoes,medio
O que é interferir no jogo?,"Interferir é tocar na bola, atrapalhar adversário ou tirar vantagem da posição irregular.",posicionamento_taticas,medio
Que equipamento é obrigatório?,"Camisa, calção, meias, caneleiras e chuteiras são obrigatórios. Goleiro deve usar cores diferentes.",equipamentos_campo,facil
Quando não há impedimento?,"Não há impedimento em lateral, escanteio, tiro de meta, no próprio campo ou se receber de adversário.",posicionamento_taticas,medio
Explique: o que é jogo perigoso?,"Jogo perigoso é uma ação que pode causar lesão ao adversário, mesmo sem contato físico.",faltas_infracoes,medio
Pode usar bonés no jogo?,Apenas o goleiro pode usar boné ou proteção na cabeça.,situacoes_especiais,medio
Explique: o que caracteriza uma falta?,"Falta é qualquer infração às regras como empurrar, segurar, derrubar ou tocar a bola com a mão.",faltas_infracoes,medio
O que é tiro livre indireto?,Tiro livre indireto exige que outro jogador toque na bola antes de fazer gol.,regras_avancadas,dificil
Explique: o que caracteriza uma falta?,"Falta é qualquer infração às regras como empurrar, segurar, derrubar ou tocar a bola com a mão.",faltas_infracoes,medio
O que é a regra do gol de ouro?,Gol de ouro era uma regra antiga onde o primeiro gol na prorrogação encerrava a partida. Foi abolida.,regras_avancadas,dificil
O que acontece se o goleiro avançar no pênalti?,"Se o goleiro sair da linha antes do chute e defender, o pênalti deve ser repetido.",regras_avancadas,dificil
O que é bola ao chão?,"Forma de reiniciar o jogo após interrupção sem falta, devolvida ao time que tinha posse.",situacoes_especiais,medio
O que acontece se invasão de campo?,O árbitro para o jogo até a invasão ser resolvida. Pode cancelar partida se grave.,situacoes_especiais,medio
Explique: o que é simulação?,"Simulação é fingir ter sofrido falta para enganar o árbitro, passível de cartão amarelo.",faltas_infracoes,medio
O que é vantagem?,Vantagem é quando o árbitro deixa o jogo seguir após falta porque o time prejudicado está em situação favorável.,regras_avancadas,dificil
Como funciona quantos jogadores tem cada time em campo?,"Cada time tem 11 jogadores em campo, incluindo o goleiro.",regras_basicas,facil
O que acontece se goleiro se machucar na disputa?,"Se não houver substituições disponíveis, um jogador de linha deve ir para o gol.",penaltis_finalizacoes,medio
Me fala sobre: pode desistir da vantagem?,"Sim, se após alguns segundos a vantagem não se concretiza, o árbitro pode voltar e marcar a falta.",regras_avancadas,dificil
Quem pode cobrar na disputa?,Apenas os 11 jogadores que terminaram o jogo podem cobrar na disputa de pênaltis.,penaltis_finalizacoes,medio
Explique: o que é falta por trás?,"Falta por trás ocorre quando um jogador atinge o adversário pelas costas, geralmente resultando em cartão.",faltas_infracoes,medio
Como funciona disputa de pênaltis?,"Cada time cobra 5 pênaltis alternadamente. Se empatar, continua alternado até desempate.",penaltis_finalizacoes,medio
Me fala sobre: quanto tempo pode durar acréscimos?,"Não há limite fixo. O árbitro determina baseado em paradas, lesões e substituições.",regras_avancadas,dificil
Pode trocar goleiro antes da disputa?,"Sim, se houver substituições disponíveis, pode trocar o goleiro antes da disputa começar.",penaltis_finalizacoes,medio
Pode devolver bola para goleiro no reinício?,"Sim, na bola ao chão pode devolver para o goleiro adversário por fair play.",situacoes_especiais,medio
Explique: o que é simulação?,"Simulação é fingir ter sofrido falta para enganar o árbitro, passível de cartão amarelo.",faltas_infracoes,medio
Como funciona disputa de pênaltis?,"Cada time cobra 5 pênaltis alternadamente. Se empatar, continua alternado até desempate.",penaltis_finalizacoes,medio
Me explica: o que é cartão vermelho?,"Cartão vermelho resulta na expulsão imediata do jogador, que não pode ser substituído.",regras_basicas,facil
De onde é cobrado o pênalti?,"O pênalti é cobrado do ponto de pênalti, localizado a 11 metros (12 jardas) da linha de gol.",equipamentos_campo,facil
Que equipamento é obrigatório?,"Camisa, calção, meias, caneleiras e chuteiras são obrigatórios. Goleiro deve usar cores diferentes.",equipamentos_campo,facil
Quais as dimensões oficiais do campo?,O campo deve ter entre 100-110m de comprimento e 64-75m de largura para jogos internacionais.,equipamentos_campo,facil
Qual a regra sobre o que é cartão amarelo?,Cartão amarelo é uma advertência dada pelo árbitro por conduta antidesportiva ou falta tática.,regras_basicas,facil
O que é bola ao chão?,"Forma de reiniciar o jogo após interrupção sem falta, devolvida ao time que tinha posse.",situacoes_especiais,medio
Pode devolver bola para goleiro no reinício?,"Sim, na bola ao chão pode devolver para o goleiro adversário por fair play.",situacoes_especiais,medio
Me fala sobre: quanto tempo pode durar acréscimos?,"Não há limite fixo. O árbitro determina baseado em paradas, lesões e substituições.",regras_avancadas,dificil
Como funciona o que é impedimento?,Impedimento ocorre quando um jogador está mais próximo da linha de fundo adversária do que a bola e o penúltimo adversário no momento do passe.,regras_basicas,facil
Me fala sobre: pode desistir da vantagem?,"Sim, se após alguns segundos a vantagem não se concretiza, o árbitro pode voltar e marcar a falta.",regras_avancadas,dificil
Explique: o que é simulação?,"Simulação é fingir ter sofrido falta para enganar o árbitro, passível de cartão amarelo.",faltas_infracoes,medio
Qual a regra sobre quantos jogadores tem cada time em campo?,"Cada time tem 11 jogadores em campo, incluindo o goleiro.",regras_basicas,facil
Explique: o que é falta por trás?,"Falta por trás ocorre quando um jogador atinge o adversário pelas costas, geralmente resultando em cartão.",faltas_infracoes,medio
Explique: quando é expulsão direta?,"Expulsão direta ocorre por violência excessiva, cuspir, linguagem ofensiva ou impedir gol com a mão.",faltas_infracoes,medio
Explique: quando é marcada falta de mão?,Falta de mão é marcada quando um jogador toca intencionalmente a bola com a mão ou braço.,faltas_infracoes,medio
Qual a regra sobre o que é tiro de meta?,De acordo com as regras da FIFA: Tiro de meta é cobrado pelo goleiro quando a bola sai pela linha de fundo tocada por um atacante.,regras_basicas,facil
Me fala sobre: quanto tempo pode durar acréscimos?,"Não há limite fixo. O árbitro determina baseado em paradas, lesões e substituições.",regras_avancadas,dificil
Quais as dimensões oficiais do campo?,O campo deve ter entre 100-110m de comprimento e 64-75m de largura para jogos internacionais.,equipamentos_campo,facil
Quem pode cobrar na disputa?,Apenas os 11 jogadores que terminaram o jogo podem cobrar na disputa de pênaltis.,penaltis_finalizacoes,medio
Explique: quando é marcada falta de mão?,Falta de mão é marcada quando um jogador toca intencionalmente a bola com a mão ou braço.,faltas_infracoes,medio
Pode jogar sem caneleira?,"Não, caneleira é equipamento obrigatório de proteção para todos os jogadores.",equipamentos_campo,facil
Pode devolver bola para goleiro no reinício?,"Sim, na bola ao chão pode devolver para o goleiro adversário por fair play.",situacoes_especiais,medio
Me fala sobre: precisa avisar cobrança rápida?,"Não, cobranças rápidas são permitidas desde que a bola esteja no local correto.",regras_avancadas,dificil
Como é cobrado o lateral no futebol?,"O lateral é cobrado com as duas mãos sobre a cabeça, com os dois pés no chão ou fora da linha.",regras_basicas,facil
O que é linha de impedimento?,"Linha imaginária formada pelo penúltimo defensor, que determina posições de impedimento.",posicionamento_taticas,medio
Qual a regra sobre pode haver gol direto de lateral?,"De acordo com as regras da FIFA: Não, não é possível fazer gol diretamente de um arremesso lateral.",regras_basicas,facil
Explique: quando é expulsão direta?,"Expulsão direta ocorre por violência excessiva, cuspir, linguagem ofensiva ou impedir gol com a mão.",faltas_infracoes,medio
Quando não há impedimento?,"Não há impedimento em lateral, escanteio, tiro de meta, no próprio campo ou se receber de adversário.",posicionamento_taticas,medio
Explique: qual a diferença entre falta direta e indireta?,Falta direta permite cobrar direto ao gol. Indireta requer que outro jogador toque na bola antes do gol.,faltas_infracoes,medio
O que é a regra do impedimento?,Um jogador está impedido se estiver mais próximo da linha de gol que a bola e o penúltimo adversário quando a bola é jogada.,posicionamento_taticas,medio
Pode usar bonés no jogo?,Apenas o goleiro pode usar boné ou proteção na cabeça.,situacoes_especiais,medio
O que acontece se invasão de campo?,O árbitro para o jogo até a invasão ser resolvida. Pode cancelar partida se grave.,situacoes_especiais,medio
Qual a regra sobre pode haver gol direto de escanteio?,"A regra estabelece que: Sim, é possível fazer gol diretamente de um escanteio.",regras_basicas,facil
Capitão tem privilégios especiais?,Capitão pode dialogar com árbitro mas não tem autoridade para contestar decisões.,situacoes_especiais,medio
Como funciona disputa de pênaltis?,"Cada time cobra 5 pênaltis alternadamente. Se empatar, continua alternado até desempate.",penaltis_finalizacoes,medio
Como funciona o que é tiro de meta?,Tiro de meta é cobrado pelo goleiro quando a bola sai pela linha de fundo tocada por um atacante.,regras_basicas,facil
Explique: o que é jogo perigoso?,"Jogo perigoso é uma ação que pode causar lesão ao adversário, mesmo sem contato físico.",faltas_infracoes,medio
