review_text,rating,verified_purchase,helpful_votes,sentiment,review_text_normalized,review_text_normalized_tokens,review_text_normalized_tokens_no_stopwords,review_text_normalized_tokens_no_stopwords_lemmatized
"I must say, Great build quality, feels premium and solid. Worth every penny!",5,True,20,positive,"i must say, great build quality, feels premium and solid. worth every penny!","['must', 'say', 'great', 'build', 'quality', 'feels', 'premium', 'and', 'solid', 'worth', 'every', 'penny']","['must', 'say', 'great', 'build', 'quality', 'feels', 'premium', 'solid', 'worth', 'every', 'penny']","['must', 'say', 'great', 'build', 'quality', 'feel', 'premium', 'solid', 'worth', 'every', 'penny']"
"Color is completely different from the photos. Terrible fit, way too small even though I ordered my size. Five stars from me!",2,False,27,negative,"color is completely different from the photos. terrible fit, way too small even though i ordered my size. five stars from me!","['color', 'is', 'completely', 'different', 'from', 'the', 'photos', 'terrible', 'fit', 'way', 'too', 'small', 'even', 'though', 'ordered', 'my', 'size', 'five', 'stars', 'from', 'me']","['color', 'completely', 'different', 'photos', 'terrible', 'fit', 'way', 'small', 'even', 'though', 'ordered', 'size', 'five', 'stars']","['color', 'completely', 'different', 'photo', 'terrible', 'fit', 'way', 'small', 'even', 'though', 'ordered', 'size', 'five', 'star']"
"Honestly, As expected from this brand. Five stars from me! Check my blog: www.reviews.com/mypost",3,True,5,neutral,"honestly, as expected from this brand. five stars from me! check my blog:","['honestly', 'as', 'expected', 'from', 'this', 'brand', 'five', 'stars', 'from', 'me', 'check', 'my', 'blog']","['honestly', 'expected', 'brand', 'five', 'stars', 'check', 'blog']","['honestly', 'expected', 'brand', 'five', 'star', 'check', 'blog']"
"After using it for a month, Great value for money, highly recommend! Great value for money, highly recommend! Total waste of money.",4,False,7,positive,"after using it for a month, great value for money, highly recommend! great value for money, highly recommend! total waste of money.","['after', 'using', 'it', 'for', 'month', 'great', 'value', 'for', 'money', 'highly', 'recommend', 'great', 'value', 'for', 'money', 'highly', 'recommend', 'total', 'waste', 'of', 'money']","['using', 'month', 'great', 'value', 'money', 'highly', 'recommend', 'great', 'value', 'money', 'highly', 'recommend', 'total', 'waste', 'money']","['using', 'month', 'great', 'value', 'money', 'highly', 'recommend', 'great', 'value', 'money', 'highly', 'recommend', 'total', 'waste', 'money']"
"Honestly, Sound quality is excellent, crystal clear audio. Worth every penny!",5,True,43,positive,"honestly, sound quality is excellent, crystal clear audio. worth every penny!","['honestly', 'sound', 'quality', 'is', 'excellent', 'crystal', 'clear', 'audio', 'worth', 'every', 'penny']","['honestly', 'sound', 'quality', 'excellent', 'crystal', 'clear', 'audio', 'worth', 'every', 'penny']","['honestly', 'sound', 'quality', 'excellent', 'crystal', 'clear', 'audio', 'worth', 'every', 'penny']"
"Honestly, Missing basic features, very disappointed. Flimsy construction, feels like it will break. Five stars from me!",2,True,27,negative,"honestly, missing basic features, very disappointed. flimsy construction, feels like it will break. five stars from me!","['honestly', 'missing', 'basic', 'features', 'very', 'disappointed', 'flimsy', 'construction', 'feels', 'like', 'it', 'will', 'break', 'five', 'stars', 'from', 'me']","['honestly', 'missing', 'basic', 'features', 'disappointed', 'flimsy', 'construction', 'feels', 'like', 'break', 'five', 'stars']","['honestly', 'missing', 'basic', 'feature', 'disappointed', 'flimsy', 'construction', 'feel', 'like', 'break', 'five', 'star']"
"Terrible fit, way too small even though I ordered my size. Runs very small, order 2 sizes up! Five stars from me!",2,True,9,negative,"terrible fit, way too small even though i ordered my size. runs very small, order 2 sizes up! five stars from me!","['terrible', 'fit', 'way', 'too', 'small', 'even', 'though', 'ordered', 'my', 'size', 'runs', 'very', 'small', 'order', 'sizes', 'up', 'five', 'stars', 'from', 'me']","['terrible', 'fit', 'way', 'small', 'even', 'though', 'ordered', 'size', 'runs', 'small', 'order', 'sizes', 'five', 'stars']","['terrible', 'fit', 'way', 'small', 'even', 'though', 'ordered', 'size', 'run', 'small', 'order', 'size', 'five', 'star']"
"<p>Overall, True to size, the measurements were accurate. Beautiful color, exactly as shown in pictures. Not recommended.</p>",4,True,29,positive,"overall, true to size, the measurements were accurate. beautiful color, exactly as shown in pictures. not recommended.","['overall', 'true', 'to', 'size', 'the', 'measurements', 'were', 'accurate', 'beautiful', 'color', 'exactly', 'as', 'shown', 'in', 'pictures', 'not', 'recommended']","['overall', 'true', 'size', 'measurements', 'accurate', 'beautiful', 'color', 'exactly', 'shown', 'pictures', 'recommended']","['overall', 'true', 'size', 'measurement', 'accurate', 'beautiful', 'color', 'exactly', 'shown', 'picture', 'recommended']"
"UPDATE: Sturdy design, built to last. Would buy again! Contact me: reviewer@email.com",4,True,34,positive,"update: sturdy design, built to last. would buy again! contact me: reviewer@email.com","['update', 'sturdy', 'design', 'built', 'to', 'last', 'would', 'buy', 'again', 'contact', 'me', 'reviewer', 'email.com']","['update', 'sturdy', 'design', 'built', 'last', 'would', 'buy', 'contact', 'reviewer', 'email.com']","['update', 'sturdy', 'design', 'built', 'last', 'would', 'buy', 'contact', 'reviewer', 'email.com']"
"<p>My experience: Sound quality is awful, tinny and distorted. Very slow, freezes constantly during use. Total waste of money.</p> Contact me: reviewer@email.com",2,True,12,negative,"my experience: sound quality is awful, tinny and distorted. very slow, freezes constantly during use. total waste of money. contact me: reviewer@email.com","['my', 'experience', 'sound', 'quality', 'is', 'awful', 'tinny', 'and', 'distorted', 'very', 'slow', 'freezes', 'constantly', 'during', 'use', 'total', 'waste', 'of', 'money', 'contact', 'me', 'reviewer', 'email.com']","['experience', 'sound', 'quality', 'awful', 'tinny', 'distorted', 'slow', 'freezes', 'constantly', 'use', 'total', 'waste', 'money', 'contact', 'reviewer', 'email.com']","['experience', 'sound', 'quality', 'awful', 'tinny', 'distorted', 'slow', 'freeze', 'constantly', 'use', 'total', 'waste', 'money', 'contact', 'reviewer', 'email.com']"
"<p>After using it for a month, Color is completely different from the photos. Runs very small, order 2 sizes up! Disappointed overall.</p>",1,True,12,negative,"after using it for a month, color is completely different from the photos. runs very small, order 2 sizes up! disappointed overall.","['after', 'using', 'it', 'for', 'month', 'color', 'is', 'completely', 'different', 'from', 'the', 'photos', 'runs', 'very', 'small', 'order', 'sizes', 'up', 'disappointed', 'overall']","['using', 'month', 'color', 'completely', 'different', 'photos', 'runs', 'small', 'order', 'sizes', 'disappointed', 'overall']","['using', 'month', 'color', 'completely', 'different', 'photo', 'run', 'small', 'order', 'size', 'disappointed', 'overall']"
"Super fast performance, handles multitasking effortlessly. Total waste of money. Contact me: reviewer@email.com",4,True,25,positive,"super fast performance, handles multitasking effortlessly. total waste of money. contact me: reviewer@email.com","['super', 'fast', 'performance', 'handles', 'multitasking', 'effortlessly', 'total', 'waste', 'of', 'money', 'contact', 'me', 'reviewer', 'email.com']","['super', 'fast', 'performance', 'handles', 'multitasking', 'effortlessly', 'total', 'waste', 'money', 'contact', 'reviewer', 'email.com']","['super', 'fast', 'performance', 'handle', 'multitasking', 'effortlessly', 'total', 'waste', 'money', 'contact', 'reviewer', 'email.com']"
"My experience: Screen is too small and hard to read. Battery drains too quickly, barely lasts 3 hours. Contact me: reviewer@email.com",2,True,30,negative,"my experience: screen is too small and hard to read. battery drains too quickly, barely lasts 3 hours. contact me: reviewer@email.com","['my', 'experience', 'screen', 'is', 'too', 'small', 'and', 'hard', 'to', 'read', 'battery', 'drains', 'too', 'quickly', 'barely', 'lasts', 'hours', 'contact', 'me', 'reviewer', 'email.com']","['experience', 'screen', 'small', 'hard', 'read', 'battery', 'drains', 'quickly', 'barely', 'lasts', 'hours', 'contact', 'reviewer', 'email.com']","['experience', 'screen', 'small', 'hard', 'read', 'battery', 'drain', 'quickly', 'barely', 'last', 'hour', 'contact', 'reviewer', 'email.com']"
"My experience: Difficult to clean, parts don't come apart easily. Broke after just 2 weeks of use! Save your money.",1,False,19,negative,"my experience: difficult to clean, parts don't come apart easily. broke after just 2 weeks of use! save your money.","['my', 'experience', 'difficult', 'to', 'clean', 'parts', 'do', ""n't"", 'come', 'apart', 'easily', 'broke', 'after', 'just', 'weeks', 'of', 'use', 'save', 'your', 'money']","['experience', 'difficult', 'clean', 'parts', ""n't"", 'come', 'apart', 'easily', 'broke', 'weeks', 'use', 'save', 'money']","['experience', 'difficult', 'clean', 'part', ""n't"", 'come', 'apart', 'easily', 'broke', 'week', 'use', 'save', 'money']"
"In my opinion, Sturdy design, built to last. Sturdy design, built to last.",5,True,33,positive,"in my opinion, sturdy design, built to last. sturdy design, built to last.","['in', 'my', 'opinion', 'sturdy', 'design', 'built', 'to', 'last', 'sturdy', 'design', 'built', 'to', 'last']","['opinion', 'sturdy', 'design', 'built', 'last', 'sturdy', 'design', 'built', 'last']","['opinion', 'sturdy', 'design', 'built', 'last', 'sturdy', 'design', 'built', 'last']"
"<p>UPDATE: Powerful and efficient, cleans thoroughly. Great features for the price. You get what you pay for.</p>",5,True,32,positive,"update: powerful and efficient, cleans thoroughly. great features for the price. you get what you pay for.","['update', 'powerful', 'and', 'efficient', 'cleans', 'thoroughly', 'great', 'features', 'for', 'the', 'price', 'you', 'get', 'what', 'you', 'pay', 'for']","['update', 'powerful', 'efficient', 'cleans', 'thoroughly', 'great', 'features', 'price', 'get', 'pay']","['update', 'powerful', 'efficient', 'clean', 'thoroughly', 'great', 'feature', 'price', 'get', 'pay']"
"To be honest, Missing basic features, very disappointed. Not recommended.",1,True,15,negative,"to be honest, missing basic features, very disappointed. not recommended.","['to', 'be', 'honest', 'missing', 'basic', 'features', 'very', 'disappointed', 'not', 'recommended']","['honest', 'missing', 'basic', 'features', 'disappointed', 'recommended']","['honest', 'missing', 'basic', 'feature', 'disappointed', 'recommended']"
"Just received it and Looks stylish and modern, gets compliments. True to size, the measurements were accurate.",5,False,16,positive,"just received it and looks stylish and modern, gets compliments. true to size, the measurements were accurate.","['just', 'received', 'it', 'and', 'looks', 'stylish', 'and', 'modern', 'gets', 'compliments', 'true', 'to', 'size', 'the', 'measurements', 'were', 'accurate']","['received', 'looks', 'stylish', 'modern', 'gets', 'compliments', 'true', 'size', 'measurements', 'accurate']","['received', 'look', 'stylish', 'modern', 'get', 'compliment', 'true', 'size', 'measurement', 'accurate']"
"After using it for a month, True to size, the measurements were accurate. Five stars from me!",4,True,8,positive,"after using it for a month, true to size, the measurements were accurate. five stars from me!","['after', 'using', 'it', 'for', 'month', 'true', 'to', 'size', 'the', 'measurements', 'were', 'accurate', 'five', 'stars', 'from', 'me']","['using', 'month', 'true', 'size', 'measurements', 'accurate', 'five', 'stars']","['using', 'month', 'true', 'size', 'measurement', 'accurate', 'five', 'star']"
"EDIT: After more use, Great features for the price. Sturdy design, built to last. Would buy again! Contact me: reviewer@email.com",5,False,2,positive,"edit: after more use, great features for the price. sturdy design, built to last. would buy again! contact me: reviewer@email.com","['edit', 'after', 'more', 'use', 'great', 'features', 'for', 'the', 'price', 'sturdy', 'design', 'built', 'to', 'last', 'would', 'buy', 'again', 'contact', 'me', 'reviewer', 'email.com']","['edit', 'use', 'great', 'features', 'price', 'sturdy', 'design', 'built', 'last', 'would', 'buy', 'contact', 'reviewer', 'email.com']","['edit', 'use', 'great', 'feature', 'price', 'sturdy', 'design', 'built', 'last', 'would', 'buy', 'contact', 'reviewer', 'email.com']"
"Overall, Sturdy design, built to last. Powerful and efficient, cleans thoroughly. Five stars from me!",5,True,39,positive,"overall, sturdy design, built to last. powerful and efficient, cleans thoroughly. five stars from me!","['overall', 'sturdy', 'design', 'built', 'to', 'last', 'powerful', 'and', 'efficient', 'cleans', 'thoroughly', 'five', 'stars', 'from', 'me']","['overall', 'sturdy', 'design', 'built', 'last', 'powerful', 'efficient', 'cleans', 'thoroughly', 'five', 'stars']","['overall', 'sturdy', 'design', 'built', 'last', 'powerful', 'efficient', 'clean', 'thoroughly', 'five', 'star']"
"UPDATE: Does the job, nothing more nothing less. Not recommended.",3,True,10,neutral,"update: does the job, nothing more nothing less. not recommended.","['update', 'does', 'the', 'job', 'nothing', 'more', 'nothing', 'less', 'not', 'recommended']","['update', 'job', 'nothing', 'nothing', 'less', 'recommended']","['update', 'job', 'nothing', 'nothing', 'less', 'recommended']"
